secuencia,fecha,hora,latitud,l,longitud,altitud
16601,05/06/2012,08:19:56,19.284687,99.492688,-99.492688,2574.680664
16602,05/06/2012,08:19:57,19.284673,99.492914,-99.492914,2574.02002
16603,05/06/2012,08:19:58,19.284657,99.493139,-99.493139,2573.54248
16604,05/06/2012,08:19:59,19.284644,99.493365,-99.493365,2572.705811
16605,05/06/2012,08:20:00,19.284631,99.493591,-99.493591,2571.976074
16606,05/06/2012,08:20:01,19.284618,99.493817,-99.493817,2571.245117
16607,05/06/2012,08:20:02,19.284605,99.494041,-99.494041,2570.688721
16608,05/06/2012,08:20:03,19.284594,99.494263,-99.494263,2570.134277
16609,05/06/2012,08:20:04,19.284578,99.494486,-99.494486,2569.217773
16610,05/06/2012,08:20:05,19.284565,99.494706,-99.494706,2567.532715
16611,05/06/2012,08:20:06,19.284553,99.494927,-99.494927,2567.612549
16612,05/06/2012,08:20:07,19.284541,99.495148,-99.495148,2567.313477
16613,05/06/2012,08:20:08,19.284528,99.495367,-99.495367,2567.071533
16614,05/06/2012,08:20:09,19.284515,99.495584,-99.495584,2567.162109
16615,05/06/2012,08:20:10,19.284496,99.495801,-99.495801,2567.101807
16616,05/06/2012,08:20:11,19.28448,99.496011,-99.496011,2568.034912
16617,05/06/2012,08:20:12,19.284464,99.496214,-99.496214,2568.777832
16618,05/06/2012,08:20:13,19.284451,99.496414,-99.496414,2569.298828
16619,05/06/2012,08:20:14,19.284438,99.496612,-99.496612,2570.681396
16620,05/06/2012,08:20:15,19.284424,99.496809,-99.496809,2571.495605
16621,05/06/2012,08:20:16,19.284407,99.497007,-99.497007,2571.894531
16622,05/06/2012,08:20:17,19.284387,99.497209,-99.497209,2572.888184
16623,05/06/2012,08:20:18,19.284367,99.497409,-99.497409,2574.38501
16624,05/06/2012,08:20:19,19.284346,99.497614,-99.497614,2575.138672
16625,05/06/2012,08:20:20,19.284328,99.497823,-99.497823,2575.190674
16626,05/06/2012,08:20:21,19.284312,99.498032,-99.498032,2575.161377
16627,05/06/2012,08:20:22,19.284297,99.498254,-99.498254,2575.494141
16628,05/06/2012,08:20:23,19.284285,99.498478,-99.498478,2574.995605
16629,05/06/2012,08:20:24,19.284272,99.498709,-99.498709,2574.349609
16630,05/06/2012,08:20:25,19.284252,99.498943,-99.498943,2573.865479
16631,05/06/2012,08:20:26,19.284231,99.499179,-99.499179,2573.279297
16632,05/06/2012,08:20:27,19.284211,99.499416,-99.499416,2571.565918
16633,05/06/2012,08:20:28,19.284193,99.499654,-99.499654,2570.929199
16634,05/06/2012,08:20:29,19.284176,99.499895,-99.499895,2570.442627
16635,05/06/2012,08:20:30,19.284159,99.500136,-99.500136,2570.919922
16636,05/06/2012,08:20:31,19.284139,99.500371,-99.500371,2570.715332
16637,05/06/2012,08:20:32,19.284122,99.500608,-99.500608,2569.661377
16638,05/06/2012,08:20:33,19.284104,99.500846,-99.500846,2569.607178
16639,05/06/2012,08:20:34,19.284085,99.501086,-99.501086,2568.703125
16640,05/06/2012,08:20:35,19.284069,99.501328,-99.501328,2568.715088
16641,05/06/2012,08:20:36,19.28405,99.501575,-99.501575,2568.492432
16642,05/06/2012,08:20:37,19.284029,99.501827,-99.501827,2569.267578
16643,05/06/2012,08:20:38,19.284011,99.502083,-99.502083,2569.201904
16644,05/06/2012,08:20:39,19.283994,99.502342,-99.502342,2569.255615
16645,05/06/2012,08:20:40,19.283975,99.502606,-99.502606,2570.819092
16646,05/06/2012,08:20:41,19.283958,99.502873,-99.502873,2570.927734
16647,05/06/2012,08:20:42,19.283937,99.503145,-99.503145,2571.641602
16648,05/06/2012,08:20:43,19.283916,99.503419,-99.503419,2572.84375
16649,05/06/2012,08:20:44,19.283899,99.503694,-99.503694,2572.762695
16650,05/06/2012,08:20:45,19.283882,99.503972,-99.503972,2573.189941
16651,05/06/2012,08:20:46,19.283868,99.504247,-99.504247,2572.805664
16652,05/06/2012,08:20:47,19.283855,99.504519,-99.504519,2572.253174
16653,05/06/2012,08:20:48,19.283843,99.504789,-99.504789,2572.674316
16654,05/06/2012,08:20:49,19.283829,99.505059,-99.505059,2573.43042
16655,05/06/2012,08:20:50,19.283814,99.505325,-99.505325,2573.838867
16656,05/06/2012,08:20:51,19.283799,99.505587,-99.505587,2575.163574
16657,05/06/2012,08:20:52,19.283785,99.505847,-99.505847,2575.854004
16658,05/06/2012,08:20:53,19.283768,99.506102,-99.506102,2577.699219
16659,05/06/2012,08:20:54,19.283748,99.506352,-99.506352,2579.601807
16660,05/06/2012,08:20:55,19.283719,99.506599,-99.506599,2581.259033
16661,05/06/2012,08:20:56,19.283676,99.506837,-99.506837,2582.550293
16662,05/06/2012,08:20:57,19.283615,99.507068,-99.507068,2585.203369
16663,05/06/2012,08:20:58,19.283534,99.507294,-99.507294,2586.452148
16664,05/06/2012,08:20:59,19.283443,99.507506,-99.507506,2587.28418
16665,05/06/2012,08:21:00,19.283335,99.507712,-99.507712,2588.976807
16666,05/06/2012,08:21:01,19.283211,99.507905,-99.507905,2589.70166
16667,05/06/2012,08:21:02,19.283071,99.508085,-99.508085,2590.344971
16668,05/06/2012,08:21:03,19.282917,99.508251,-99.508251,2591.223633
16669,05/06/2012,08:21:04,19.282759,99.508409,-99.508409,2591.816162
16670,05/06/2012,08:21:05,19.2826,99.508554,-99.508554,2591.880371
16671,05/06/2012,08:21:06,19.282439,99.508695,-99.508695,2591.67334
16672,05/06/2012,08:21:07,19.282281,99.508833,-99.508833,2591.404541
16673,05/06/2012,08:21:08,19.282118,99.508968,-99.508968,2591.735352
16674,05/06/2012,08:21:09,19.281956,99.509104,-99.509104,2591.994629
16675,05/06/2012,08:21:10,19.2818,99.50924,-99.50924,2592.129639
16676,05/06/2012,08:21:11,19.281643,99.509376,-99.509376,2591.682861
16677,05/06/2012,08:21:12,19.281489,99.50952,-99.50952,2591.832275
16678,05/06/2012,08:21:13,19.281346,99.509666,-99.509666,2590.530762
16679,05/06/2012,08:21:14,19.281212,99.509819,-99.509819,2589.485596
16680,05/06/2012,08:21:15,19.281088,99.509982,-99.509982,2588.656982
16681,05/06/2012,08:21:16,19.280984,99.510166,-99.510166,2588.05835
16682,05/06/2012,08:21:17,19.280897,99.510358,-99.510358,2587.053223
16683,05/06/2012,08:21:18,19.280834,99.51056,-99.51056,2585.927734
16684,05/06/2012,08:21:19,19.280786,99.510766,-99.510766,2584.948242
16685,05/06/2012,08:21:20,19.280754,99.510976,-99.510976,2583.24585
16686,05/06/2012,08:21:21,19.280733,99.511184,-99.511184,2582.23999
16687,05/06/2012,08:21:22,19.280725,99.511391,-99.511391,2581.510986
16688,05/06/2012,08:21:23,19.280731,99.511592,-99.511592,2580.346191
16689,05/06/2012,08:21:24,19.28075,99.511793,-99.511793,2579.838379
16690,05/06/2012,08:21:25,19.280779,99.511985,-99.511985,2578.817627
16691,05/06/2012,08:21:26,19.280809,99.512174,-99.512174,2578.097656
16692,05/06/2012,08:21:27,19.28085,99.512357,-99.512357,2577.845459
16693,05/06/2012,08:21:28,19.280898,99.512533,-99.512533,2577.632568
16694,05/06/2012,08:21:29,19.280945,99.512699,-99.512699,2577.513428
16695,05/06/2012,08:21:30,19.280989,99.512856,-99.512856,2577.107422
16696,05/06/2012,08:21:31,19.281032,99.513004,-99.513004,2576.336182
16697,05/06/2012,08:21:32,19.281073,99.513147,-99.513147,2576.113037
16698,05/06/2012,08:21:33,19.281111,99.513282,-99.513282,2575.956055
16699,05/06/2012,08:21:34,19.281146,99.513411,-99.513411,2576.40332
16700,05/06/2012,08:21:35,19.28118,99.513534,-99.513534,2576.421143
16701,05/06/2012,08:21:36,19.281216,99.513649,-99.513649,2576.515381
16702,05/06/2012,08:21:37,19.281244,99.513754,-99.513754,2576.006592
16703,05/06/2012,08:21:38,19.281271,99.51385,-99.51385,2575.934814
16704,05/06/2012,08:21:39,19.281298,99.513935,-99.513935,2575.93335
16705,05/06/2012,08:21:40,19.281321,99.514012,-99.514012,2576.179688
16706,05/06/2012,08:21:41,19.281344,99.514081,-99.514081,2576.518555
16707,05/06/2012,08:21:42,19.281367,99.514146,-99.514146,2576.531738
16708,05/06/2012,08:21:43,19.28139,99.514201,-99.514201,2577.060303
16709,05/06/2012,08:21:44,19.281408,99.514243,-99.514243,2577.380859
16710,05/06/2012,08:21:45,19.281419,99.514271,-99.514271,2577.750488
16711,05/06/2012,08:21:46,19.281424,99.514288,-99.514288,2578.227539
16712,05/06/2012,08:21:47,19.281436,99.514291,-99.514291,2579.789063
16713,05/06/2012,08:22:44,19.281424,99.514284,-99.514284,2580.403564
16714,05/06/2012,08:22:45,19.281424,99.514284,-99.514284,2580.411865
16715,05/06/2012,08:22:46,19.281425,99.514296,-99.514296,2580.608643
16716,05/06/2012,08:22:47,19.281422,99.514309,-99.514309,2581.406494
16717,05/06/2012,08:22:48,19.281422,99.514324,-99.514324,2581.746094
16718,05/06/2012,08:22:49,19.281429,99.514347,-99.514347,2581.958252
16719,05/06/2012,08:22:50,19.281437,99.514375,-99.514375,2582.044189
16720,05/06/2012,08:22:51,19.281452,99.514411,-99.514411,2581.977295
16721,05/06/2012,08:22:52,19.281464,99.514448,-99.514448,2582.003174
16722,05/06/2012,08:22:53,19.281477,99.514492,-99.514492,2581.867188
16723,05/06/2012,08:22:54,19.28149,99.514532,-99.514532,2581.920654
16724,05/06/2012,08:22:55,19.28151,99.51458,-99.51458,2582.125488
16725,05/06/2012,08:22:56,19.281525,99.514631,-99.514631,2581.647705
16726,05/06/2012,08:22:57,19.281543,99.514688,-99.514688,2581.203613
16727,05/06/2012,08:22:58,19.281561,99.514746,-99.514746,2580.964111
16728,05/06/2012,08:22:59,19.281582,99.51481,-99.51481,2580.697266
16729,05/06/2012,08:23:00,19.281598,99.514881,-99.514881,2580.435547
16730,05/06/2012,08:23:01,19.281618,99.514952,-99.514952,2580.182129
16731,05/06/2012,08:23:02,19.281641,99.515021,-99.515021,2580.254639
16732,05/06/2012,08:23:03,19.281662,99.515089,-99.515089,2580.096191
16733,05/06/2012,08:23:04,19.281678,99.515158,-99.515158,2579.634033
16734,05/06/2012,08:23:05,19.281695,99.515229,-99.515229,2579.323975
16735,05/06/2012,08:23:06,19.281718,99.515305,-99.515305,2579.231445
16736,05/06/2012,08:23:07,19.281738,99.515383,-99.515383,2578.974121
16737,05/06/2012,08:23:08,19.281759,99.51546,-99.51546,2578.62085
16738,05/06/2012,08:23:09,19.28178,99.515536,-99.515536,2578.450195
16739,05/06/2012,08:23:10,19.281803,99.515615,-99.515615,2578.344238
16740,05/06/2012,08:23:11,19.281826,99.515693,-99.515693,2578.199463
16741,05/06/2012,08:23:12,19.281853,99.515771,-99.515771,2578.007813
16742,05/06/2012,08:23:13,19.281878,99.515848,-99.515848,2578.346436
16743,05/06/2012,08:23:14,19.281904,99.515926,-99.515926,2578.400391
16744,05/06/2012,08:23:15,19.281927,99.516006,-99.516006,2578.272705
16745,05/06/2012,08:23:16,19.281949,99.516088,-99.516088,2578.528076
16746,05/06/2012,08:23:17,19.281969,99.516166,-99.516166,2578.669922
16747,05/06/2012,08:23:18,19.281992,99.516247,-99.516247,2578.517578
16748,05/06/2012,08:23:19,19.282016,99.516328,-99.516328,2578.424805
16749,05/06/2012,08:23:20,19.282043,99.516412,-99.516412,2578.359375
16750,05/06/2012,08:23:21,19.282067,99.516499,-99.516499,2578.329346
16751,05/06/2012,08:23:22,19.282094,99.516587,-99.516587,2578.354492
16752,05/06/2012,08:23:23,19.282123,99.516674,-99.516674,2578.680176
16753,05/06/2012,08:23:24,19.282148,99.51676,-99.51676,2578.449707
16754,05/06/2012,08:23:25,19.282171,99.516847,-99.516847,2578.281494
16755,05/06/2012,08:23:26,19.282195,99.516932,-99.516932,2578.03833
16756,05/06/2012,08:23:27,19.28222,99.517013,-99.517013,2577.44458
16757,05/06/2012,08:23:28,19.282248,99.517096,-99.517096,2576.967529
16758,05/06/2012,08:23:29,19.282284,99.517181,-99.517181,2576.868652
16759,05/06/2012,08:23:30,19.282324,99.517268,-99.517268,2576.800537
16760,05/06/2012,08:23:31,19.282369,99.517354,-99.517354,2576.503662
16761,05/06/2012,08:23:32,19.282416,99.517443,-99.517443,2576.113037
16762,05/06/2012,08:23:33,19.282464,99.517538,-99.517538,2575.717041
16763,05/06/2012,08:23:34,19.282505,99.517644,-99.517644,2575.397217
16764,05/06/2012,08:23:35,19.282549,99.517757,-99.517757,2575.371094
16765,05/06/2012,08:23:36,19.282591,99.517884,-99.517884,2575.035156
16766,05/06/2012,08:23:37,19.282627,99.518014,-99.518014,2574.718994
16767,05/06/2012,08:23:38,19.282663,99.518147,-99.518147,2574.867188
16768,05/06/2012,08:23:39,19.282701,99.518282,-99.518282,2574.797852
16769,05/06/2012,08:23:40,19.28274,99.518422,-99.518422,2574.368652
16770,05/06/2012,08:23:41,19.282779,99.518565,-99.518565,2574.23291
16771,05/06/2012,08:23:42,19.282816,99.518715,-99.518715,2573.972412
16772,05/06/2012,08:23:43,19.282861,99.518869,-99.518869,2573.927246
16773,05/06/2012,08:23:44,19.282909,99.519028,-99.519028,2573.93042
16774,05/06/2012,08:23:45,19.282956,99.51919,-99.51919,2574.302246
16775,05/06/2012,08:23:46,19.283003,99.519358,-99.519358,2574.163818
16776,05/06/2012,08:23:47,19.28305,99.519529,-99.519529,2574.838867
16777,05/06/2012,08:23:48,19.283099,99.519698,-99.519698,2574.970703
16778,05/06/2012,08:23:49,19.283146,99.519867,-99.519867,2575.022461
16779,05/06/2012,08:23:50,19.283187,99.520035,-99.520035,2575.337646
16780,05/06/2012,08:23:51,19.283229,99.520202,-99.520202,2575.557617
16781,05/06/2012,08:23:52,19.283272,99.520368,-99.520368,2575.60376
16782,05/06/2012,08:23:53,19.283318,99.520531,-99.520531,2575.931152
16783,05/06/2012,08:23:54,19.283362,99.520691,-99.520691,2576.459717
16784,05/06/2012,08:23:55,19.283407,99.520852,-99.520852,2576.375
16785,05/06/2012,08:23:56,19.283449,99.521011,-99.521011,2576.4729
16786,05/06/2012,08:23:57,19.283489,99.521168,-99.521168,2577.426758
16787,05/06/2012,08:23:58,19.283526,99.521325,-99.521325,2577.544434
16788,05/06/2012,08:23:59,19.283566,99.521479,-99.521479,2577.908936
16789,05/06/2012,08:24:00,19.283608,99.521632,-99.521632,2578.176514
16790,05/06/2012,08:24:01,19.283648,99.521783,-99.521783,2578.366455
16791,05/06/2012,08:24:02,19.283689,99.521937,-99.521937,2578.571289
16792,05/06/2012,08:24:03,19.283726,99.522091,-99.522091,2578.971191
16793,05/06/2012,08:24:04,19.283766,99.522234,-99.522234,2579.466797
16794,05/06/2012,08:24:05,19.283808,99.522381,-99.522381,2579.810791
16795,05/06/2012,08:24:06,19.283847,99.522529,-99.522529,2580.036865
16796,05/06/2012,08:24:07,19.283886,99.522672,-99.522672,2579.657227
16797,05/06/2012,08:24:08,19.283924,99.522818,-99.522818,2579.715332
16798,05/06/2012,08:24:09,19.283962,99.522965,-99.522965,2579.80127
16799,05/06/2012,08:24:10,19.284001,99.523117,-99.523117,2580.112793
16800,05/06/2012,08:24:11,19.284046,99.523272,-99.523272,2579.297119
16801,05/06/2012,08:24:12,19.284086,99.523428,-99.523428,2579.196289
16802,05/06/2012,08:24:13,19.284123,99.523589,-99.523589,2579.098633
16803,05/06/2012,08:24:14,19.284165,99.523751,-99.523751,2578.740967
16804,05/06/2012,08:24:15,19.284213,99.523915,-99.523915,2578.749756
16805,05/06/2012,08:24:16,19.284258,99.524082,-99.524082,2578.594971
16806,05/06/2012,08:24:17,19.284305,99.524244,-99.524244,2577.73999
16807,05/06/2012,08:24:18,19.284355,99.524407,-99.524407,2577.68457
16808,05/06/2012,08:24:19,19.284407,99.524565,-99.524565,2576.905762
16809,05/06/2012,08:24:20,19.284448,99.524727,-99.524727,2577.296143
16810,05/06/2012,08:24:21,19.284489,99.524886,-99.524886,2577.52832
16811,05/06/2012,08:24:22,19.28453,99.525039,-99.525039,2577.49707
16812,05/06/2012,08:24:23,19.284569,99.525186,-99.525186,2577.773438
16813,05/06/2012,08:24:24,19.284606,99.525329,-99.525329,2578.55249
16814,05/06/2012,08:24:25,19.284644,99.525469,-99.525469,2578.927246
16815,05/06/2012,08:24:26,19.284683,99.525602,-99.525602,2579.091064
16816,05/06/2012,08:24:27,19.284722,99.525731,-99.525731,2579.276123
16817,05/06/2012,08:24:28,19.284758,99.525854,-99.525854,2579.588867
16818,05/06/2012,08:24:29,19.284794,99.525969,-99.525969,2579.50293
16819,05/06/2012,08:24:30,19.284826,99.526074,-99.526074,2579.455322
16820,05/06/2012,08:24:31,19.284859,99.526169,-99.526169,2579.235352
16821,05/06/2012,08:24:32,19.284883,99.526245,-99.526245,2579.866699
16822,05/06/2012,08:24:33,19.284905,99.526303,-99.526303,2579.835693
16823,05/06/2012,08:24:34,19.28492,99.526349,-99.526349,2579.471191
16824,05/06/2012,08:24:35,19.284931,99.52638,-99.52638,2579.718506
16825,05/06/2012,08:24:36,19.284937,99.526396,-99.526396,2579.843018
16826,05/06/2012,08:25:12,19.28494,99.526378,-99.526378,2580.746094
16827,05/06/2012,08:25:13,19.284942,99.526383,-99.526383,2580.772705
16828,05/06/2012,08:25:14,19.284944,99.526394,-99.526394,2580.837891
16829,05/06/2012,08:25:15,19.284948,99.526406,-99.526406,2581.173828
16830,05/06/2012,08:25:16,19.284953,99.526425,-99.526425,2581.220947
16831,05/06/2012,08:25:17,19.284959,99.526449,-99.526449,2581.14624
16832,05/06/2012,08:25:18,19.284963,99.526476,-99.526476,2580.465332
16833,05/06/2012,08:25:19,19.284966,99.526501,-99.526501,2580.299316
16834,05/06/2012,08:25:20,19.284973,99.526534,-99.526534,2580.555176
16835,05/06/2012,08:25:21,19.284978,99.526575,-99.526575,2580.701172
16836,05/06/2012,08:25:22,19.284989,99.52662,-99.52662,2580.983643
16837,05/06/2012,08:25:23,19.285001,99.526667,-99.526667,2581.083984
16838,05/06/2012,08:25:24,19.285013,99.526722,-99.526722,2581.040039
16839,05/06/2012,08:25:25,19.285029,99.526777,-99.526777,2581.173828
16840,05/06/2012,08:25:26,19.285044,99.526832,-99.526832,2581.201172
16841,05/06/2012,08:25:27,19.285063,99.526895,-99.526895,2581.157227
16842,05/06/2012,08:25:28,19.285089,99.526963,-99.526963,2580.667969
16843,05/06/2012,08:25:29,19.285113,99.527036,-99.527036,2580.400391
16844,05/06/2012,08:25:30,19.285139,99.527106,-99.527106,2580.092041
16845,05/06/2012,08:25:31,19.285163,99.527177,-99.527177,2579.757813
16846,05/06/2012,08:25:32,19.285181,99.527253,-99.527253,2580.251221
16847,05/06/2012,08:25:33,19.285203,99.527335,-99.527335,2579.716064
16848,05/06/2012,08:25:34,19.285226,99.527424,-99.527424,2580.243896
16849,05/06/2012,08:25:35,19.285251,99.527519,-99.527519,2580.281738
16850,05/06/2012,08:25:36,19.285276,99.527611,-99.527611,2580.04541
16851,05/06/2012,08:25:37,19.285304,99.527705,-99.527705,2580.012451
16852,05/06/2012,08:25:38,19.285329,99.527798,-99.527798,2580.025879
16853,05/06/2012,08:25:39,19.285354,99.52789,-99.52789,2579.984863
16854,05/06/2012,08:25:40,19.285378,99.527982,-99.527982,2579.88501
16855,05/06/2012,08:25:41,19.2854,99.528068,-99.528068,2579.755615
16856,05/06/2012,08:25:42,19.285425,99.528149,-99.528149,2579.661377
16857,05/06/2012,08:25:43,19.285447,99.528223,-99.528223,2579.478516
16858,05/06/2012,08:25:44,19.285461,99.528289,-99.528289,2579.311768
16859,05/06/2012,08:25:45,19.285473,99.528342,-99.528342,2578.910889
16860,05/06/2012,08:25:46,19.285484,99.528379,-99.528379,2579.35498
16861,05/06/2012,08:25:47,19.285487,99.528406,-99.528406,2580.014404
16862,05/06/2012,08:25:48,19.285486,99.52842,-99.52842,2579.841064
16863,05/06/2012,08:25:49,19.285486,99.528423,-99.528423,2579.513672
16864,05/06/2012,08:25:50,19.285486,99.528422,-99.528422,2578.087891
16865,05/06/2012,08:25:51,19.285484,99.528423,-99.528423,2578.112549
16866,05/06/2012,08:25:52,19.285485,99.528426,-99.528426,2577.813721
16867,05/06/2012,08:25:53,19.285486,99.528427,-99.528427,2577.800049
16868,05/06/2012,08:25:54,19.285488,99.528433,-99.528433,2577.790283
16869,05/06/2012,08:25:55,19.285498,99.528448,-99.528448,2577.575439
16870,05/06/2012,08:25:56,19.285505,99.528472,-99.528472,2577.176758
16871,05/06/2012,08:25:57,19.285518,99.528494,-99.528494,2576.332275
16872,05/06/2012,08:25:58,19.285526,99.528522,-99.528522,2576.566895
16873,05/06/2012,08:25:59,19.285544,99.528548,-99.528548,2576.50293
16874,05/06/2012,08:26:00,19.285556,99.528582,-99.528582,2577.288086
16875,05/06/2012,08:26:01,19.285568,99.528621,-99.528621,2577.577881
16876,05/06/2012,08:26:02,19.28558,99.52867,-99.52867,2577.895264
16877,05/06/2012,08:26:03,19.285594,99.528726,-99.528726,2577.666016
16878,05/06/2012,08:26:04,19.285605,99.528777,-99.528777,2577.353516
16879,05/06/2012,08:26:05,19.285615,99.52883,-99.52883,2577.598145
16880,05/06/2012,08:26:06,19.285632,99.528886,-99.528886,2578.142334
16881,05/06/2012,08:26:07,19.285649,99.528948,-99.528948,2578.108887
16882,05/06/2012,08:26:08,19.285669,99.529019,-99.529019,2577.845215
16883,05/06/2012,08:26:09,19.28569,99.52909,-99.52909,2577.835205
16884,05/06/2012,08:26:10,19.285714,99.529163,-99.529163,2577.464111
16885,05/06/2012,08:26:11,19.285742,99.529243,-99.529243,2577.280029
16886,05/06/2012,08:26:12,19.285772,99.529323,-99.529323,2577.473145
16887,05/06/2012,08:26:13,19.2858,99.529402,-99.529402,2577.099609
16888,05/06/2012,08:26:14,19.285823,99.529483,-99.529483,2577.050049
16889,05/06/2012,08:26:15,19.285851,99.529552,-99.529552,2576.687988
16890,05/06/2012,08:26:16,19.285878,99.529622,-99.529622,2576.504395
16891,05/06/2012,08:26:17,19.285907,99.529687,-99.529687,2578.099121
16892,05/06/2012,08:26:18,19.285925,99.529754,-99.529754,2577.484375
16893,05/06/2012,08:26:19,19.285948,99.529822,-99.529822,2577.463623
16894,05/06/2012,08:26:20,19.285976,99.529883,-99.529883,2577.868896
16895,05/06/2012,08:26:21,19.286005,99.529942,-99.529942,2578.058594
16896,05/06/2012,08:26:22,19.286035,99.530004,-99.530004,2578.038086
16897,05/06/2012,08:26:23,19.286061,99.530061,-99.530061,2578.248779
16898,05/06/2012,08:26:24,19.286079,99.530118,-99.530118,2578.688477
16899,05/06/2012,08:26:25,19.286089,99.530159,-99.530159,2578.379395
16900,05/06/2012,08:26:26,19.286103,99.530189,-99.530189,2578.028076
16901,05/06/2012,08:26:27,19.286111,99.530211,-99.530211,2578.469971
16902,05/06/2012,08:26:28,19.286117,99.530224,-99.530224,2577.694092
16903,05/06/2012,08:26:29,19.286122,99.530243,-99.530243,2577.450195
16904,05/06/2012,08:26:30,19.286132,99.530265,-99.530265,2577.220703
16905,05/06/2012,08:26:31,19.28614,99.530299,-99.530299,2577.088379
16906,05/06/2012,08:26:32,19.286144,99.530331,-99.530331,2577.417969
16907,05/06/2012,08:26:33,19.286148,99.530371,-99.530371,2577.448486
16908,05/06/2012,08:26:34,19.286152,99.530417,-99.530417,2577.94165
16909,05/06/2012,08:26:35,19.286155,99.530469,-99.530469,2577.99585
16910,05/06/2012,08:26:36,19.286157,99.530522,-99.530522,2578.202393
16911,05/06/2012,08:26:37,19.286156,99.530577,-99.530577,2578.189453
16912,05/06/2012,08:26:38,19.286161,99.530637,-99.530637,2577.965576
16913,05/06/2012,08:26:39,19.286166,99.530707,-99.530707,2578.106689
16914,05/06/2012,08:26:40,19.28617,99.530782,-99.530782,2577.894775
16915,05/06/2012,08:26:41,19.286172,99.530862,-99.530862,2578.3479
16916,05/06/2012,08:26:42,19.286172,99.53094,-99.53094,2578.798584
16917,05/06/2012,08:26:43,19.286173,99.531025,-99.531025,2578.641846
16918,05/06/2012,08:26:44,19.286172,99.53112,-99.53112,2578.463867
16919,05/06/2012,08:26:45,19.286179,99.531216,-99.531216,2578.394287
16920,05/06/2012,08:26:46,19.286183,99.531318,-99.531318,2578.539307
16921,05/06/2012,08:26:47,19.286188,99.531421,-99.531421,2579.0354
16922,05/06/2012,08:26:48,19.286194,99.531529,-99.531529,2579.206299
16923,05/06/2012,08:26:49,19.286201,99.531639,-99.531639,2579.851563
16924,05/06/2012,08:26:50,19.286208,99.531761,-99.531761,2579.597412
16925,05/06/2012,08:26:51,19.286216,99.531888,-99.531888,2578.590576
16926,05/06/2012,08:26:52,19.286222,99.532013,-99.532013,2579.008789
16927,05/06/2012,08:26:53,19.286227,99.532133,-99.532133,2579.886475
16928,05/06/2012,08:26:54,19.286234,99.532241,-99.532241,2579.911865
16929,05/06/2012,08:26:55,19.286237,99.532348,-99.532348,2580.029297
16930,05/06/2012,08:26:56,19.286236,99.53245,-99.53245,2580.460449
16931,05/06/2012,08:26:57,19.286237,99.532552,-99.532552,2580.472412
16932,05/06/2012,08:26:58,19.286242,99.53266,-99.53266,2580.246826
16933,05/06/2012,08:26:59,19.286244,99.532769,-99.532769,2579.181152
16934,05/06/2012,08:27:00,19.286246,99.532884,-99.532884,2579.046875
16935,05/06/2012,08:27:01,19.286249,99.533004,-99.533004,2579.380127
16936,05/06/2012,08:27:02,19.286248,99.533124,-99.533124,2579.47876
16937,05/06/2012,08:27:03,19.286256,99.53325,-99.53325,2578.967041
16938,05/06/2012,08:27:04,19.286264,99.533375,-99.533375,2578.431641
16939,05/06/2012,08:27:05,19.286278,99.533495,-99.533495,2576.762939
16940,05/06/2012,08:27:06,19.286285,99.533609,-99.533609,2576.271973
16941,05/06/2012,08:27:07,19.286292,99.533719,-99.533719,2575.290527
16942,05/06/2012,08:27:08,19.286292,99.533832,-99.533832,2574.85791
16943,05/06/2012,08:27:09,19.28629,99.533946,-99.533946,2574.737549
16944,05/06/2012,08:27:10,19.286286,99.534062,-99.534062,2574.664551
16945,05/06/2012,08:27:11,19.28628,99.534188,-99.534188,2574.354004
16946,05/06/2012,08:27:12,19.286279,99.534326,-99.534326,2574.52124
16947,05/06/2012,08:27:13,19.286282,99.534474,-99.534474,2574.606689
16948,05/06/2012,08:27:14,19.286286,99.534624,-99.534624,2574.48999
16949,05/06/2012,08:27:15,19.286289,99.534773,-99.534773,2574.518555
16950,05/06/2012,08:27:16,19.286291,99.534923,-99.534923,2575.126465
16951,05/06/2012,08:27:17,19.286291,99.535078,-99.535078,2575.253174
16952,05/06/2012,08:27:18,19.286295,99.535241,-99.535241,2575.242432
16953,05/06/2012,08:27:19,19.286299,99.535409,-99.535409,2575.368164
16954,05/06/2012,08:27:20,19.286302,99.535584,-99.535584,2575.662354
16955,05/06/2012,08:27:21,19.286307,99.535762,-99.535762,2575.840576
16956,05/06/2012,08:27:22,19.286312,99.535944,-99.535944,2575.867432
16957,05/06/2012,08:27:23,19.286318,99.536128,-99.536128,2575.735107
16958,05/06/2012,08:27:24,19.286325,99.536311,-99.536311,2575.650391
16959,05/06/2012,08:27:25,19.286333,99.5365,-99.5365,2575.726074
16960,05/06/2012,08:27:26,19.286336,99.536693,-99.536693,2575.764648
16961,05/06/2012,08:27:27,19.286341,99.536892,-99.536892,2576.04248
16962,05/06/2012,08:27:28,19.286348,99.537092,-99.537092,2575.726318
16963,05/06/2012,08:27:29,19.286356,99.537291,-99.537291,2575.80835
16964,05/06/2012,08:27:30,19.286361,99.53749,-99.53749,2575.772217
16965,05/06/2012,08:27:31,19.286366,99.53769,-99.53769,2576.396973
16966,05/06/2012,08:27:32,19.286371,99.53789,-99.53789,2576.815186
16967,05/06/2012,08:27:33,19.286381,99.538089,-99.538089,2577.246826
